,daily_return
0,
1,-0.009443681822063232
2,0.0054413422237764575
3,0.046955776600562604
4,0.03283928589695484
5,0.0011041758396550527
6,0.014924183209975794
7,0.01571872834174326
8,0.0009272577986578767
9,0.0058424464912463225
10,-0.017921661644977216
11,-0.004327777675605771
12,-0.014995514537504806
13,-0.008384152076209461
14,-0.0077135565707119325
15,-0.012482284921864206
16,-0.004087000163561005
17,-0.028271986275783534
18,0.017597525085686794
19,-0.011067638241748612
20,0.00738328664142518
21,0.030782284819978134
22,0.011451284949118845
23,0.023012933856740636
24,-0.0019527776848046186
25,0.015654384837245683
26,-0.003995964502627625
27,0.0005731584367556497
28,-0.0027924763728708335
29,0.014216879370059443
30,0.02407073457397324
31,0.0031111368864322753
32,0.003376893509621892
33,0.016690781314592895
34,0.009390461101689063
35,0.008031632691328117
36,0.017595082059037592
37,-0.013571648558640681
38,-0.026524701043910137
39,0.02262689314520938
40,-0.003255729658565687
41,0.019331897820259014
42,-0.015368477544946746
43,0.0023247886192299116
44,0.013252755710884134
45,-0.007062953322997112
46,0.0217350515543
47,-0.005221483637930846
48,0.011858423452122846
49,-0.004995262669838296
50,-0.01197136322117065
51,0.010292445842830844
52,0.01650664293584314
53,-0.015921321858272885
54,-0.02687899163125118
55,-0.010001999565891984
56,0.007761257150535439
57,0.012813688498997555
58,0.01665024670184656
59,-0.015539305394408731
60,0.011789217078427727
61,-0.014564915482716212
62,0.009722256829075127
63,0.005300541501829015
64,-0.0070301931016472086
65,0.015667895794773568
66,0.0012265618869400363
67,0.0074779554895465505
68,-0.002111646434435288
69,-0.01192693779880305
70,-0.018690337994324957
71,0.006348876862935615
72,0.007425810021296053
73,-0.004239964799136797
74,-0.02214218897890574
75,0.008508030668575195
76,-0.021057480573415055
77,0.019135429024882633
78,0.0024635563577455333
79,0.0045830695383632936
80,0.0064791994431887545
81,0.01944434137453377
82,-0.008892470155356547
83,-0.00292561170147021
84,0.013823645422525566
85,0.013120707124176345
86,0.02012438426214258
87,0.0034228561335163388
88,-0.0001241152542597046
89,-0.01662322093539781
90,-0.006875384349519509
91,0.025722680211056392
92,0.015541747343302381
93,0.0040241481324598816
94,-0.014088832438835186
95,-0.007637811470026956
96,-0.0017379474389142002
97,0.011378541365113737
98,0.005410029982614972
99,-0.010333878942189845
100,-0.00012355080369408356
101,0.015571935418841054
102,-0.0006693831697401897
103,0.011020448487039092
104,6.0118652358331914e-05
105,0.0006624903361307499
106,0.001624950470884512
107,-0.004686445482784962
108,-0.00398406713173427
109,-0.012484873508343708
110,-0.015588579725425933
111,-0.0006856723451925673
112,-0.016969271363967753
