,daily_return
0,
1,-0.015448825465396943
2,0.007548147396700955
3,-0.028268825433079625
4,0.02062205281276097
5,-0.004353586934106368
6,-0.040101695603447784
7,-0.022387478905097957
8,0.0021904618255585984
9,-0.023843586133178274
10,0.02328611478145204
11,0.03874922608813414
12,0.024435100473659377
13,0.020150979174047068
14,0.005973558514971389
15,0.0127869208219491
16,0.014531771826308049
17,-0.035135520558169264
18,-0.026236548335831
19,-0.025169861991450437
20,0.014245435623595037
21,0.019350317230917513
22,-0.0016099771506649097
23,-0.0006000512498472999
24,0.0060415622655267676
25,-0.005669599017700588
26,0.010766095653574448
27,0.008981194286593164
28,-0.005443706533749926
29,0.00040676558158225795
30,0.012828100631065098
31,-0.0014599915855829648
32,-0.015279425974600302
33,-0.029065728735574115
34,-0.004702595954308775
35,0.021242265833873786
36,-0.005830090567857216
37,-0.03639663730485576
38,0.011504152686383273
39,0.028297526135755646
40,-0.02230947710697828
41,-0.01386098972158556
42,0.008731102753822828
43,0.025772332531186715
44,-0.03394127918168377
45,0.04085226891041582
46,-0.0031609707562259004
47,0.033899627003529664
48,-0.020008802718814445
49,0.019932959110196435
50,0.02020090878281966
51,0.016936447318112613
52,-0.01897825591740776
53,0.04123892913551419
54,0.011823182125919596
55,-0.009913482242281946
56,-0.02921236655450743
57,-0.012050840850416522
58,0.015354807093514333
59,0.02755995552727586
60,-0.00969674456088876
61,0.022673606872558594
62,0.0140223573148055
63,0.03431996207833832
64,-0.008578530526913486
65,0.02230126805485466
66,-0.00022360128090193054
67,-0.0017890153288877553
68,-0.0029443222662588475
69,-0.005713547956843645
70,-0.02240444932403407
71,0.016511458553155167
72,-0.00532783642848178
73,-0.0128682557177352
74,0.001356550011106794
75,-0.0038988689891890083
76,-0.01641958465846627
77,0.015547066099911522
78,0.006342787603821343
79,0.0017489399562840013
80,0.011628285713768616
81,0.07297298344746861
82,-0.013444275020690233
83,-0.007690414984818705
84,-0.013082030492792995
85,-0.010491256726885112
86,0.015872008680004823
87,-0.00293732414748038
88,-0.041086830585638556
89,0.00183023680870531
90,-0.012984083131105773
91,0.008957270143771012
92,0.03498654371393495
93,-0.001519310573586341
94,-0.017434857506433477
95,0.01171120461634989
96,0.016008128678514533
97,-0.007469867470124125
98,0.026562924468441773
99,0.009734170023039335
100,-0.0003966102670108773
101,0.0155343840597022
102,-0.012081108981733646
103,0.0012167854565034997
104,6.0732881765002134e-05
105,-0.009448535346291309
106,0.013219229068937688
107,0.018858726664584324
108,-0.0086160615965849
109,-0.010279287793901304
110,0.006691874201599113
111,-0.00360940179358471
112,0.016633396986087456
113,-5.935509197363409e-05
114,-0.016837456355558666
115,0.016400940599211156
116,-0.020356024797855365
117,0.007977931364425261
118,0.0202834574048405
119,0.004601355526680839
120,0.0076044404290758205
121,-0.005274193126706406
122,0.04180220797188494
123,-0.010544370277644433
124,-0.01187877751386468
125,0.01921147898398079
126,0.0008747355901133069
127,-0.005413062761931098
128,-0.006491321936747729
129,-0.01380922843090071
130,0.013800143542541221
131,0.00781916023452256
132,-0.003029808905661069
133,-0.012667191631306696
134,-0.009118929273101761
135,-0.009580177306017013
136,-0.012340225729531196
137,0.01397830919852927
138,0.013375892042483128
139,0.014325712092225329
140,0.05296280068968917
141,0.007220267850562845
142,-0.012484546000010366
143,0.01487181223188938
144,-0.040077131118732345
145,-0.005637473459365716
146,-0.012208744695397233
147,-0.0020173943686030427
148,0.021865457826242052
149,0.01128381712206794
150,0.001487749795040294
151,-0.005226883340262223
152,-0.0013273429611833087
153,-0.0032398676706856255
154,0.007473059521232894
155,0.0014614608802343554
156,0.009306693515547915
157,-0.022124578256158878
158,-0.008369367827688268
159,-0.000928448666507653
160,0.011967785701837208
161,0.011074967416326187
162,0.005944691415510794
163,0.007879414532748985
164,-0.010885229257508122
165,0.02264119844515955
166,0.021549522781511454
167,-0.0033625775415928594
168,0.0070377533760142
169,-0.01772016550185196
170,0.002611412783830369
171,0.015733755266322147
172,-0.012062340886257017
173,0.0011388422476363846
174,0.0018254032841436008
175,-0.005756668150009081
176,5.309025830224634e-05
177,-0.006931679706860039
178,-0.0022999995674390927
179,-0.02235564357601949
180,-0.024731270518431492
181,0.005004213433259075
182,-0.03991837051777358
183,0.008012587245321834
184,0.020233553511660674
185,0.0017565591914017187
186,-0.03656879112737499
187,-0.0030530120756083745
188,-0.0006477156521098593
189,0.010666180385234147
190,-0.048919851612384324
191,0.02062955657697607
192,0.0020423570723544504
193,-0.013247851677478883
194,0.002521069707758228
195,-0.013937208774638554
196,-0.005162154341203817
197,0.002378291865764881
198,0.012294293859990146
199,-0.01147532653845873
200,0.03257786135645535
201,0.01386650547881274
202,0.002323622952479454
203,0.0032279068826102097
204,-0.05051485692229851
205,0.012568982082991065
206,-0.039185873580406816
207,-0.01136758293164708
208,0.015053526963856756
209,0.020983193281356893
210,0.01981025285723259
211,-0.005757998517495699
212,0.010790077693880074
213,0.012755596913971656
214,0.015721300233263902
215,-0.007357927270241871
216,-0.00959777935994377
217,-0.0230491116715702
218,0.00030513851015667726
219,0.04012334413221463
220,0.019566378079554525
221,-0.013235142524536614
222,-0.006385591602433571
223,-0.0061037844860868384
224,0.01951632851254903
225,-0.012423915954251075
226,-0.011026097938325208
227,0.01129724998841719
228,-0.02328036855170068
229,0.014739444446683736
230,-0.04014438769701845
231,-0.04271708597847701
232,-0.0006760832290780838
233,-0.011437282589672804
234,0.03594706984401963
235,0.01554095233048014
236,0.024007930543084477
237,-0.0022385958368836834
238,-0.00021225917974687647
239,0.01437449654094003
240,-0.00224221956380366
241,0.02373108904980903
242,-0.019785780287909893
243,-0.003314378536255158
244,-0.024985757884865567
245,0.026885849352599855
246,-0.01122082544292946
247,0.014495318052349715
248,0.032633345543763514
249,0.00011557151126107001
250,-0.009473741458414398
251,0.004140616142903397
252,-0.02326048202107267
