,daily_return
0,
1,-0.009486861524170997
2,0.006385187415035798
3,0.010526344435088708
4,-0.009346457152346721
5,-0.0004323378274417866
6,-0.006772633926603544
7,-0.005803431517899416
8,0.0015323105459754682
9,-0.01063677666045959
10,-0.007510993293425083
11,-0.008754889466151106
12,-0.012500286936023564
13,-0.0009835808398308554
14,-0.007709339017968553
15,0.01723077433684983
16,0.006427702210832553
17,-0.03538951310377503
18,0.01542281535788792
19,-0.01649269298546996
20,0.005927787221994718
21,-0.0013956986614529487
22,0.0012423414987396963
23,0.0006203393851680339
24,0.004185149253482789
25,-0.0030872170176746705
26,-0.003870850777516477
27,-0.003497291089236909
28,0.0008578991000198766
29,-0.005532674304578489
30,0.0023507306551788787
31,0.004221526252097041
32,0.008329493396698417
33,-0.018605838678715236
34,-0.004247847161617857
35,0.007425986060576095
36,0.0010979209807049362
37,-0.008459879981996599
38,-0.024095644536724303
39,0.006152428596729598
40,-0.003137806394421183
41,-0.005972491538728475
42,-0.008200718057858603
43,0.031354885533810384
44,0.010557129074388216
45,-0.008875952534209475
46,0.00919325212432165
47,-0.003376742011128253
48,0.0096918466872431
49,0.0032776431468692913
50,0.002955824660549222
51,-0.00403282197939514
52,0.0021803310667962705
53,-0.005361351781917545
54,0.016951840245805982
55,0.018589674809932788
56,-0.0003016907769746169
57,0.006940156393505648
58,0.014758822582832565
59,0.015651674925650783
60,-0.015410475177719207
61,-0.00014761375838712176
62,-0.008491525961752067
63,0.01616035836571439
64,0.0003662725427460156
65,0.0017584265094763296
66,0.003802779093780906
67,-0.006484070509312545
68,0.00403319594353313
69,-0.013219329527370927
70,0.0036266209528534876
71,0.01209439596038786
72,7.278726708070948e-05
73,-0.0046629437379429595
74,0.008344711826965723
75,-0.00653329747163689
76,-0.009928077951478764
77,-0.005125098792567284
78,-0.02000897627549514
79,-0.00060957151536567
80,0.0016770777001005044
81,0.008447597352471359
82,0.006867221449194494
83,0.011842474757988164
84,-0.003407444738619536
85,-0.008027380470217338
86,0.01258812443638302
87,7.40231331486374e-05
88,0.018646012523005462
89,-0.004939376785752736
90,-0.010584888540553283
91,0.016083806369046494
92,0.002105779377483241
93,-0.002028983158325559
94,-0.010237157622791426
95,0.0020539089276840894
96,0.010248836305406517
97,0.0
98,-0.00028973102740148526
99,0.0034066210228689275
100,-0.0022393944916079267
101,-0.022733798127201554
102,-0.0009630962329806314
103,-0.014608850066804457
104,0.004364842832809801
105,0.017907946946796427
106,0.000736134027160773
107,0.0034573306057681386
108,-0.011582044835874328
109,-0.0003708239537759672
110,0.00741899982137606
111,-0.00684879638446334
112,0.00037076894068932553
113,-0.0019273069423118017
114,-0.013887855446143238
115,0.00911295452027594
116,-0.014627955718263586
117,0.00787703759949232
118,0.0003756395970360149
119,-0.0014273145436257684
120,0.0006770504438804448
121,0.01428352559501933
122,0.0029648326772639955
123,-0.0067986589330443215
124,0.003943324491028077
125,0.0022974828765172095
126,0.004880191858421812
127,0.0005886448241718689
128,0.007501206011976791
129,-0.0001460362993177533
130,0.0003651440725833677
131,0.0008025703107703563
132,-0.0012394751367041934
133,0.007373839760829171
134,0.008551906124353525
135,0.009701097694105654
136,-0.0004981377871671189
137,-0.005340340380198039
138,-0.0035078780473620785
139,-0.0038313402381671136
140,0.014441099668075053
141,0.0035053247388978637
142,0.004063302838204885
143,-0.014838447288743506
144,0.005188886411845672
145,0.019716006983732326
