,daily_return
0,
1,-0.024719133926666026
2,0.012363621936237745
3,-0.03366144095206902
4,0.03412305983202901
5,0.008631309947969568
6,-0.02324884538072547
7,-0.0013955314389669793
8,0.01622673265825969
9,-0.015127074069589352
10,-0.013730592191561919
11,0.005427137719876685
12,0.032855938228455006
13,0.03665838103036778
14,0.016073819054722716
15,0.027683943933737742
16,0.001679112564647367
17,-0.007683631446836925
18,-0.0349852855053463
19,-0.03742060509394507
20,0.016520104885634712
21,0.006336795736979317
22,-0.007778334768577921
23,0.02575768878952278
24,-0.0030980917683671727
25,0.0010968884866329187
26,-0.006573783502499708
27,-0.004558460632492101
28,-0.0019203006090134922
29,0.001775986885299563
30,-0.016103858052286202
31,-0.017644005509631744
32,-0.008636486710336011
33,0.0012333071019885455
34,-0.029798937981806217
35,-0.0011111318207271959
36,-0.004052014079666599
37,-0.03478264170471179
38,0.0022315674306350175
39,0.05385121814818383
40,-0.02089362224244007
41,-0.024456546908135812
42,-0.01581193856536045
43,0.010738375432602476
44,-0.041673548459928766
45,0.04064974103687469
46,-0.00916671615624387
47,0.01650273781219269
48,-0.007625467148513088
49,0.024456758327486172
50,0.012742952968123111
51,-0.006450522220930566
52,-0.033905174026997775
53,-0.004480168631611492
54,0.02833571035573712
55,-0.0068887305163056745
56,-0.01999353027072337
57,0.004163557797172368
58,0.005141356762198068
59,0.0014850537263486618
60,-0.012274463226557009
61,0.01876566752731712
62,0.006958598312914344
63,0.023577363659331052
64,0.0024621953558257026
65,0.013390447846399534
66,0.019233712975908146
67,0.02025163444406286
68,-0.013232982361140011
69,0.02430641974014902
70,-0.01785314852754938
71,0.018707927856162376
72,-0.0025278139419381285
73,0.005068554368800715
74,-0.012830088075091783
75,0.002929789188251153
76,-0.011685152348493766
77,0.01803837067046765
78,0.002978018543479344
79,-0.0024495134641207006
80,-0.0060272889272451335
81,-0.000748628997739198
82,-0.01513329024868737
83,0.00821534574275562
84,-0.03538550890464409
85,0.001955392862941885
86,0.012802556856733371
87,0.005327478430988464
88,-0.025804672328140543
89,-0.007410221147560403
